# TerrainManager log started at 2025-09-22T15:28:03.0942795Z
2025-09-22T15:28:03.0942795Z [INFO] [Terrain][System] Terrain settings changed (VoxelSize 0→1 and chunkWorldSize (0.00, 0.00, 0.00)→(16.00, 16.00, 16.00)). Regenerating world...
2025-09-22T15:28:03.0966299Z [INFO] [Terrain][Regeneration] World regeneration: Cleaning up jobs...
2025-09-22T15:28:03.0992349Z [INFO] [Terrain][Regeneration] World regeneration: All jobs completed and resources disposed.
2025-09-22T15:28:03.2394717Z [INFO] [Terrain][System] Detailed terrain diagnostics will be written to C:/Users/anton/AppData/LocalLow/DefaultCompany/Tester\TerrainLogs\Terrain_20250922_152803.log
2025-09-22T15:28:03.2409956Z [INFO] [Terrain][System] TerrainManager enabled
2025-09-22T15:28:04.0596673Z [INFO] [Terrain][System] Start complete requestedMode=Hybrid runtimeMode=Hybrid chunkWorldSize=(16.00,16.00,16.00) voxelSize=1.000 loadDistance=64.0 maxChunksPerFrame=4
2025-09-22T15:28:04.0778023Z [INFO] [Terrain][Regeneration] World regeneration: Starting new terrain generation...
2025-09-22T15:28:05.5431217Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,1,0) lod=0 source=new worldPos=(-32.00,16.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5431217Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,1,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5431217Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,2,0) lod=0 source=new worldPos=(-32.00,32.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5431217Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,2,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5441282Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,0,1) lod=0 source=new worldPos=(-32.00,0.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5441282Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,0,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5441282Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,1,1) lod=0 source=new worldPos=(-32.00,16.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5441282Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,1,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5441282Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,2,1) lod=0 source=new worldPos=(-32.00,32.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5441282Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,2,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5441282Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,0,2) lod=0 source=new worldPos=(-32.00,0.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5441282Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,0,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5441282Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,1,2) lod=0 source=new worldPos=(-32.00,16.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,1,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,2,2) lod=0 source=new worldPos=(-32.00,32.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,2,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,0,3) lod=0 source=new worldPos=(-32.00,0.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,0,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,1,3) lod=0 source=new worldPos=(-32.00,16.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,1,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,2,3) lod=0 source=new worldPos=(-32.00,32.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,2,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,0,4) lod=0 source=new worldPos=(-32.00,0.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,0,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,1,4) lod=0 source=new worldPos=(-32.00,16.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,1,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5451275Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,2,4) lod=0 source=new worldPos=(-32.00,32.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,2,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,-4) lod=0 source=new worldPos=(-16.00,0.00,-64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,-4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,-4) lod=0 source=new worldPos=(-16.00,16.00,-64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,-4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,-4) lod=0 source=new worldPos=(-16.00,32.00,-64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,-4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,-3) lod=0 source=new worldPos=(-16.00,0.00,-48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,-3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,-3) lod=0 source=new worldPos=(-16.00,16.00,-48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,-3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,-3) lod=0 source=new worldPos=(-16.00,32.00,-48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,-3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,-2) lod=0 source=new worldPos=(-16.00,0.00,-32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5466334Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,-2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5481462Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,-2) lod=0 source=new worldPos=(-16.00,16.00,-32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5481462Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,-2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5481462Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,-2) lod=0 source=new worldPos=(-16.00,32.00,-32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5481462Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,-2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5481462Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,-1) lod=0 source=new worldPos=(-16.00,0.00,-16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5481462Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,-1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5481462Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,-1) lod=0 source=new worldPos=(-16.00,16.00,-16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5481462Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,-1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5481462Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,-1) lod=0 source=new worldPos=(-16.00,32.00,-16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5481462Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,-1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5491523Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,0) lod=0 source=new worldPos=(-16.00,0.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5491523Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5491523Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,0) lod=0 source=new worldPos=(-16.00,16.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5491523Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,0) lod=0 source=new worldPos=(-16.00,32.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,1) lod=0 source=new worldPos=(-16.00,0.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,1) lod=0 source=new worldPos=(-16.00,16.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,1) lod=0 source=new worldPos=(-16.00,32.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,2) lod=0 source=new worldPos=(-16.00,0.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,2) lod=0 source=new worldPos=(-16.00,16.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,2) lod=0 source=new worldPos=(-16.00,32.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5496571Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5511622Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,3) lod=0 source=new worldPos=(-16.00,0.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5511622Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5511622Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,3) lod=0 source=new worldPos=(-16.00,16.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5511622Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5511622Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,3) lod=0 source=new worldPos=(-16.00,32.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5511622Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5511622Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,4) lod=0 source=new worldPos=(-16.00,0.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5511622Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5511622Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,4) lod=0 source=new worldPos=(-16.00,16.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5511622Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5526810Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,4) lod=0 source=new worldPos=(-16.00,32.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5526810Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5532195Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,0,-4) lod=0 source=new worldPos=(0.00,0.00,-64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5532195Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,0,-4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5532195Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,-4) lod=0 source=new worldPos=(0.00,16.00,-64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5532195Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,-4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5532195Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,2,-4) lod=0 source=new worldPos=(0.00,32.00,-64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5532195Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,2,-4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5532195Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,0,-3) lod=0 source=new worldPos=(0.00,0.00,-48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5532195Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,0,-3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5532195Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,-3) lod=0 source=new worldPos=(0.00,16.00,-48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5532195Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,-3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5547338Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,2,-3) lod=0 source=new worldPos=(0.00,32.00,-48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5547338Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,2,-3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5547338Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,0,-2) lod=0 source=new worldPos=(0.00,0.00,-32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5547338Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,0,-2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5547338Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,-2) lod=0 source=new worldPos=(0.00,16.00,-32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5547338Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,-2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5547338Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,2,-2) lod=0 source=new worldPos=(0.00,32.00,-32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5547338Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,2,-2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5547338Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,0,-1) lod=0 source=new worldPos=(0.00,0.00,-16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5547338Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,0,-1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5547338Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,-1) lod=0 source=new worldPos=(0.00,16.00,-16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5547338Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,-1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5562468Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,2,-1) lod=0 source=new worldPos=(0.00,32.00,-16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5562468Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,2,-1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5562468Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,0,0) lod=0 source=new worldPos=(0.00,0.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5562468Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,0,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5562468Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,0) lod=0 source=new worldPos=(0.00,16.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5562468Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5562468Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,2,0) lod=0 source=new worldPos=(0.00,32.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5562468Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,2,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5562468Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,0,1) lod=0 source=new worldPos=(0.00,0.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5562468Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,0,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5562468Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,1) lod=0 source=new worldPos=(0.00,16.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5562468Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5577667Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,2,1) lod=0 source=new worldPos=(0.00,32.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5577667Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,2,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5577667Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,0,2) lod=0 source=new worldPos=(0.00,0.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5577667Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,0,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5577667Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,2) lod=0 source=new worldPos=(0.00,16.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5577667Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5577667Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,2,2) lod=0 source=new worldPos=(0.00,32.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5577667Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,2,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5577667Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,0,3) lod=0 source=new worldPos=(0.00,0.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5577667Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,0,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5577667Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,3) lod=0 source=new worldPos=(0.00,16.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5577667Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5592809Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,2,3) lod=0 source=new worldPos=(0.00,32.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5592809Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,2,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5592809Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,0,4) lod=0 source=new worldPos=(0.00,0.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5592809Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,0,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5592809Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,4) lod=0 source=new worldPos=(0.00,16.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5592809Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5592809Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,2,4) lod=0 source=new worldPos=(0.00,32.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5592809Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,2,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5592809Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(1,0,-4) lod=0 source=new worldPos=(16.00,0.00,-64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5592809Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(1,0,-4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-22T15:28:05.5607973Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(1,1,-4) lod=0 source=new worldPos=(16.00,16.00,-64.00) voxels=16x16x16 sampleCount=4913
2025-09-22T15:28:05.5607973Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(1,1,-4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
